filename	onset	offset	event_labels	modality
2j2c4g39q14_60_70	0,7	6,10	Speech,Speech	visual
2jQwv1d0DyU_30_40	0	10	Vacuum_cleaner	audio
2jQwv1d0DyU_30_40	0	10	Vacuum_cleaner	visual
2jb3oGyRnWg_30_40	0,4	10,6	Car,Speech	audio
2jb3oGyRnWg_30_40	0	10	Car	visual
2jzZGsHGIGg_30_40	0,2,9	10,8,10	Motorcycle,Car,Car	audio
2jzZGsHGIGg_30_40	0,2,9	10,7,10	Motorcycle,Car,Car	visual
2kdeC1hA1hc_26_36	0	10	Chicken_rooster	audio
2kdeC1hA1hc_26_36	0	10	Chicken_rooster	visual
2macpFUgV7g_70_80	0,2,6,0	1,5,9,8	Fire_alarm,Fire_alarm,Fire_alarm,Speech	audio
2macpFUgV7g_70_80	0	3	Fire_alarm	visual
2o7p139v9n4_20_30	0,0	10,1	Car,Speech	audio
2o7p139v9n4_20_30	0	10	Car	visual
2oBqMCzlIKI_50_60	8,0	10,10	Speech,Vacuum_cleaner	audio
2oBqMCzlIKI_50_60	0,8,8	6,10,10	Vacuum_cleaner,Vacuum_cleaner,Speech	visual
2okJDQuTVF4_30_40	0	10	Helicopter	audio
2okJDQuTVF4_30_40	0	10	Helicopter	visual
2orWqNIpHOc_16_26	0	10	Car	audio
2orWqNIpHOc_16_26	0	10	Car	visual
2ostuog9wxQ_30_40	1,9,3	10,10,10	Cheering,Speech,Clapping	audio
2ostuog9wxQ_30_40	1,1	9,8	Cheering,Clapping	visual
2pUldlC4Pwc_30_40	0,6	5,10	Speech,Speech	audio
2pUldlC4Pwc_30_40	0,6,0,6	10,10,1,7	Car,Speech,Basketball_bounce,Basketball_bounce	visual
2rk3CP0wyTE_30_40	0	10	Frying_(food)	audio
2rk3CP0wyTE_30_40	0	10	Frying_(food)	visual
2syCCpacVu0_30_40	0,0	10,10	Cello,Violin_fiddle	audio
2syCCpacVu0_30_40	0,0	10,10	Cello,Violin_fiddle	visual
2t-wNPg6_hw_110_120	0,0	10,10	Cello,Violin_fiddle	audio
2t-wNPg6_hw_110_120	0,0	10,10	Cello,Violin_fiddle	visual
2u1uhPJjG0E_130_140	0,0	10,1	Frying_(food),Speech	audio
2u1uhPJjG0E_130_140	0	10	Frying_(food)	visual
2uAcTbCSTOg_20_30	0,3,8	1,5,10	Basketball_bounce,Basketball_bounce,Basketball_bounce	audio
2uAcTbCSTOg_20_30	0,3,8	1,5,10	Basketball_bounce,Basketball_bounce,Basketball_bounce	visual
2uNBP5Bm2to_30_40	0,0	10,2	Car,Speech	audio
2uNBP5Bm2to_30_40	0	10	Car	visual
2uYwx8DBmLc_140_150	0,7,5,9	6,10,8,10	Blender,Blender,Speech,Speech	audio
2uYwx8DBmLc_140_150	0	10	Blender	visual
2vUXdUrqSj0_70_80	0,0	10,10	Singing,Cheering	audio
2vUXdUrqSj0_70_80	8	10	Singing	visual
2vqn1vRl-No_30_40	0	10	Chainsaw	audio
2vqn1vRl-No_30_40	0	10	Chainsaw	visual
2vxm0s-RdOY_260_270	0,2,1	3,10,9	Cheering,Speech,Clapping	audio
2vxm0s-RdOY_260_270	4	7	Basketball_bounce	visual
2yWbTuh3Tsk_130_140	0	10	Car	audio
2yWbTuh3Tsk_130_140	0	10	Car	visual
2yanV6gJNV0_0_10	0,0	8,10	Speech,Car	audio
2yanV6gJNV0_0_10	0,0	8,10	Speech,Car	visual
2z8v0R3dq44_20_30	0,3,4,0,4	4,10,10,2,7	Basketball_bounce,Cheering,Clapping,Speech,Speech	audio
2z8v0R3dq44_20_30	0,5,4,5	4,6,7,7	Basketball_bounce,Basketball_bounce,Cheering,Clapping	visual
3-BAZ9IRM1s_530_540	0	10	Vacuum_cleaner	audio
3-BAZ9IRM1s_530_540	0	10	Vacuum_cleaner	visual
3-Zuj5gO60g_5_15	0	10	Dog	audio
3-Zuj5gO60g_5_15	0	10	Dog	visual
3-uc0WWeHtc_70_80	0,0,0,0	10,10,10,10	Acoustic_guitar,Singing,Clapping,Cheering	audio
3-uc0WWeHtc_70_80	0,0,0	10,10,10	Acoustic_guitar,Singing,Cheering	visual
30I48iihzy8_30_40	0	10	Chicken_rooster	audio
30I48iihzy8_30_40	0	10	Chicken_rooster	visual
31ZR-LROPaE_30_40	0,3,7	10,6,8	Car,Speech,Speech	audio
31ZR-LROPaE_30_40	0	10	Car	visual
31iv4K9G_4E_30_40	0,0	10,10	Car,Speech	audio
31iv4K9G_4E_30_40	0	10	Car	visual
32HDt9nk9io_22_32	0,2,6	9,4,7	Car,Speech,Speech	audio
32HDt9nk9io_22_32	0	9	Car	visual
33SlPXN3NPk_0_10	0	10	Chainsaw	audio
33SlPXN3NPk_0_10	0	10	Chainsaw	visual
35Id1r22ypE_30_40	0	10	Car	audio
35Id1r22ypE_30_40	0	10	Car	visual
36vbgLgd4t8_80_90	1,4,7	3,6,10	Cheering,Cheering,Cheering	audio
36vbgLgd4t8_80_90	1,4,9	3,6,10	Cheering,Cheering,Cheering	visual
37JtYiS-_E4_90_100	0,0	10,10	Violin_fiddle,Cello	audio
37JtYiS-_E4_90_100	0,0	10,10	Violin_fiddle,Cello	visual
37hqUFpvl6A_30_40	0,6,4	3,10,5	Baby_laughter,Baby_laughter,Speech	audio
37hqUFpvl6A_30_40	0,6	3,10	Baby_laughter,Baby_laughter	visual
37whM1O5Yy4_130_140	4,2,8	5,3,10	Basketball_bounce,Basketball_bounce,Clapping	audio
37whM1O5Yy4_130_140	4	5	Basketball_bounce	visual
38QzYOWXjM4_21_31	0	9	Speech	audio
38QzYOWXjM4_21_31	1,2,4	2,3,9	Car,Car,Speech	visual
38_sexPaGyc_30_40	0,0,0,5	10,10,4,10	Singing,Car,Speech,Speech	audio
38_sexPaGyc_30_40	0	10	Car	visual
38d1p_pi1Bs_190_200	0,9,7	7,10,9	Speech,Speech,Basketball_bounce	audio
38d1p_pi1Bs_190_200	7	9	Basketball_bounce	visual
38lBhABkGbA_50_60	0,0	10,10	Clapping,Cheering	audio
38lBhABkGbA_50_60	0,0	10,10	Clapping,Cheering	visual
39KgkK23Zmk_0_10	0,4,0,9,0,4	3,9,3,10,3,9	Speech,Speech,Acoustic_guitar,Acoustic_guitar,Speech,Speech	audio
39KgkK23Zmk_0_10	0,4,0,0,0	3,9,10,10,10	Speech,Speech,Cello,Banjo,Acoustic_guitar	visual
3AZw1zRDdcE_170_180	0,2	10,8	Frying_(food),Speech	audio
3AZw1zRDdcE_170_180	0	10	Frying_(food)	visual
3C1EACXWbnM_140_150	0,0	10,7	Chainsaw,Speech	audio
3C1EACXWbnM_140_150	0	10	Chainsaw	visual
3CBZqO2vioI_150_160	0,1,0	10,4,10	Cheering,Clapping,Singing	audio
3CBZqO2vioI_150_160	0,1	10,3	Cheering,Clapping	visual
3D8mfbjSp4w_8_18	0,0	9,6	Car,Speech	audio
3D8mfbjSp4w_8_18	0	10	Car	visual
3ERn2kwnfA4_2_12	0,5	2,10	Speech,Speech	audio
3ERn2kwnfA4_2_12	0	10	Car	visual
3F2x54nOz6g_30_40	0,2	10,3	Car,Speech	audio
3F2x54nOz6g_30_40	0	10	Car	visual
3F3bbl6t2_g_30_40	0,0	10,10	Acoustic_guitar,Violin_fiddle	audio
3F3bbl6t2_g_30_40	0,0	10,10	Acoustic_guitar,Violin_fiddle	visual
3FAtNPDE4ec_190_200	0,8	10,10	Vacuum_cleaner,Speech	audio
3FAtNPDE4ec_190_200	0,0	10,10	Vacuum_cleaner,Dog	visual
3FRbdOsd4m8_40_50	0,0	10,1	Banjo,Speech	audio
3FRbdOsd4m8_40_50	0	10	Banjo	visual
3GzSX64mz9A_120_130	0,2,5,8,0	1,3,7,10,10	Speech,Speech,Speech,Speech,Frying_(food)	audio
3GzSX64mz9A_120_130	0	10	Frying_(food)	visual
3IVP5Gna8sI_30_40	0,6	10,10	Car,Speech	audio
3IVP5Gna8sI_30_40	0	10	Car	visual
3JYZ7Ge0ETE_27_37	0	6	Car	audio
3JYZ7Ge0ETE_27_37	0	6	Car	visual
3K0ud-1Qk9c_60_70	0,0	10,10	Violin_fiddle,Banjo	audio
3K0ud-1Qk9c_60_70	0,0	10,10	Violin_fiddle,Banjo	visual
3KwxaHZD2yU_220_230	0,2	10,10	Cheering,Clapping	audio
3KwxaHZD2yU_220_230	0,2	10,4	Cheering,Clapping	visual
3MO-mchYrHA_30_40	0	10	Car	audio
3MO-mchYrHA_30_40	0,5	2,10	Car,Car	visual
3QBBpzE3_Qk_90_100	1,4,0	2,5,10	Speech,Speech,Motorcycle	audio
3QBBpzE3_Qk_90_100	0,9,1,4	10,10,2,5	Car,Motorcycle,Speech,Speech	visual
3RIFPfcoHEM_20_30	4,0,6	10,2,10	Basketball_bounce,Speech,Speech	audio
3RIFPfcoHEM_20_30	4	10	Basketball_bounce	visual
3TtTUhlMu7I_10_20	0,3	2,10	Speech,Speech	audio
3TtTUhlMu7I_10_20	0,7,9	4,8,10	Basketball_bounce,Basketball_bounce,Basketball_bounce	visual
3UKgtbHjTBo_60_70	0,0,7	10,5,10	Acoustic_guitar,Singing,Singing	audio
3UKgtbHjTBo_60_70	0,0,7	10,5,10	Acoustic_guitar,Singing,Singing	visual
3_MU0ugzqKI_16_26	0	9	Motorcycle	audio
3_MU0ugzqKI_16_26	0	6	Motorcycle	visual
3aHPlaGoyaA_30_40	0,9,9	10,10,10	Speech,Clapping,Cheering	audio
3aHPlaGoyaA_30_40	0	10	Speech	visual
3aO1wVxQhUk_590_600	4,0	10,4	Clapping,Speech	audio
3aO1wVxQhUk_590_600	0,1,4	4,4,8	Speech,Cheering,Clapping	visual
3c70Lv8GH48_90_100	0,1	4,10	Singing,Acoustic_guitar	audio
3c70Lv8GH48_90_100	0,0	10,4	Acoustic_guitar,Singing	visual
3dKj3OZw7OY_60_70	1,3,6,0,0	2,4,10,10,10	Basketball_bounce,Basketball_bounce,Basketball_bounce,Speech,Cheering	audio
3dKj3OZw7OY_60_70	0	10	Basketball_bounce	visual
3erZlRYYru8_140_150	0	10	Singing	audio
3erZlRYYru8_140_150	0	3	Singing	visual
3gf7VphLu4A_30_40	0,0,0,0,9	10,10,10,10,10	Acoustic_guitar,Violin_fiddle,Clapping,Cheering,Singing	audio
3gf7VphLu4A_30_40	0,0,9	10,10,10	Acoustic_guitar,Violin_fiddle,Singing	visual
3kUHtnaD2-Y_0_10	0,0	1,10	Basketball_bounce,Speech	audio
3kUHtnaD2-Y_0_10	0	1	Basketball_bounce	visual
3oZLoVYIHFQ_50_60	0	10	Vacuum_cleaner	audio
3oZLoVYIHFQ_50_60	0,5,9	3,7,10	Vacuum_cleaner,Vacuum_cleaner,Vacuum_cleaner	visual
3qFOzgoWALk_90_100	0,3	2,9	Baby_laughter,Baby_laughter	audio
3qFOzgoWALk_90_100	0,3	2,9	Baby_laughter,Baby_laughter	visual
3r9NflVxUQw_320_330	5,8	7,10	Blender,Blender	audio
3r9NflVxUQw_320_330	0	10	Blender	visual
3sZMw6BdA1Y_30_40	0,4	3,10	Baby_cry_infant_cry,Baby_cry_infant_cry	audio
3sZMw6BdA1Y_30_40	0,3,5,9	2,4,6,10	Speech,Speech,Speech,Speech	audio
3sZMw6BdA1Y_30_40	0,3,5,9	2,4,6,10	Speech,Speech,Speech,Speech	visual
3u96MxfeTVU_90_100	0,0,0,0	5,10,10,10	Singing,Acoustic_guitar,Banjo,Cello	audio
3u96MxfeTVU_90_100	0,0,0,0	5,10,10,10	Singing,Acoustic_guitar,Banjo,Cello	visual
3v7q1xTR2LQ_30_40	0	10	Baby_cry_infant_cry	audio
3v7q1xTR2LQ_30_40	0	10	Baby_cry_infant_cry	visual
3xgysBvOy6s_280_290	0,0	10,4	Speech,Clapping	audio
3xgysBvOy6s_280_290	0	4	Clapping	visual
3zWX4iDWwTE_30_40	0,0,4	10,10,10	Speech,Speech,Basketball_bounce	audio
3zWX4iDWwTE_30_40	0,4	10,10	Speech,Basketball_bounce	visual
3zt3Z3qEJvw_110_120	0,4,0	10,5,3	Speech,Basketball_bounce,Clapping	audio
3zt3Z3qEJvw_110_120	4,6	5,10	Basketball_bounce,Speech	visual
4-LmoEML4vQ_440_450	0,0	10,10	Violin_fiddle,Cello	audio
4-LmoEML4vQ_440_450	0,0	10,10	Violin_fiddle,Cello	visual
4-b0IdcVTqw_20_30	0	10	Cheering	audio
4-b0IdcVTqw_20_30	0	10	Cheering	visual
403Hzy9-EsY_550_560	0,0,7	10,10,10	Cheering,Speech,Clapping	audio
403Hzy9-EsY_550_560	7	10	Clapping	visual
40PKn0gnPJA_170_180	0	10	Singing	audio
40PKn0gnPJA_170_180	0,5,8	1,6,9	Singing,Singing,Singing	visual
41TTeZMRpzs_30_40	0,0,5	3,10,8	Dog,Vacuum_cleaner,Speech	audio
41TTeZMRpzs_30_40	0,0	10,4	Dog,Vacuum_cleaner	visual
435H0Ai36E4_40_50	0	10	Vacuum_cleaner	audio
435H0Ai36E4_40_50	0,0	10,10	Dog,Vacuum_cleaner	visual
43JvH6ly2rc_240_250	4,0,7	10,6,9	Singing,Acoustic_guitar,Acoustic_guitar	audio
43JvH6ly2rc_240_250	0,4	10,10	Acoustic_guitar,Singing	visual
44ieR06LA9s_220_230	2,8	8,10	Singing,Cheering	audio
44ieR06LA9s_220_230	2	8	Singing	visual
45wAIX6_eCo_100_110	0,3,5	2,4,8	Baby_laughter,Baby_laughter,Baby_laughter	audio
45wAIX6_eCo_100_110	0,3,5	2,4,8	Baby_laughter,Baby_laughter,Baby_laughter	visual
48iqWuaAkSU_140_150	0,0	10,10	Violin_fiddle,Cello	audio
48iqWuaAkSU_140_150	0	10	Violin_fiddle	visual
49zutSfmZ2o_90_100	0,0,7	10,6,10	Acoustic_guitar,Singing,Singing	audio
49zutSfmZ2o_90_100	0,0,7	10,6,10	Acoustic_guitar,Singing,Singing	visual
4ANSBlG1pfs_60_70	0,0	5,6	Vacuum_cleaner,Speech	audio
4ANSBlG1pfs_60_70	0	10	Vacuum_cleaner	visual
4F6dZyeUQ7o_0_10	1,5	3,10	Chicken_rooster,Chicken_rooster	audio
4F6dZyeUQ7o_0_10	0	10	Chicken_rooster	visual
4GsxyoB4aTc_490_500	1,3,5	3,10,10	Cheering,Speech,Clapping	audio
4GsxyoB4aTc_490_500	6	10	Clapping	visual
4HBpU0TRpYg_30_40	0	10	Motorcycle	audio
4HBpU0TRpYg_30_40	0	10	Motorcycle	visual
4HYZPiffsng_130_140	0,6	10,9	Singing,Cheering	audio
4HYZPiffsng_130_140	0	10	Singing	visual
4I7lDHX-3yw_30_40	0,0	10,10	Violin_fiddle,Cello	audio
4I7lDHX-3yw_30_40	0,0	10,10	Violin_fiddle,Cello	visual
4IVeDG3meqY_140_150	0,7	6,10	Lawn_mower,Speech	audio
4IVeDG3meqY_140_150	0	10	Lawn_mower	visual
4IXRJOyWD1c_190_200	2,0	9,10	Singing,Cello	audio
4IXRJOyWD1c_190_200	2,0	9,10	Singing,Cello	visual
4LrIrsf0-RQ_60_70	0,5,6,9	3,8,10,10	Cheering,Clapping,Speech,Cheering	audio
4LrIrsf0-RQ_60_70	3	5	Basketball_bounce	visual
4O9rI-FpqLg_10_20	0,0	10,10	Clapping,Speech	audio
4O9rI-FpqLg_10_20	0	10	Cheering	visual
4Q37R8tiQUo_370_380	0,2,8	3,6,10	Speech,Blender,Blender	audio
4Q37R8tiQUo_370_380	0	10	Blender	visual
4YdbENYcIyE_23_33	0	4	Baby_cry_infant_cry	audio
4YdbENYcIyE_23_33	0	10	Baby_cry_infant_cry	visual
4YevHVmj_Pw_20_30	0,2,8,8	1,10,10,10	Speech,Speech,Cheering,Clapping	audio
4YevHVmj_Pw_20_30	0,8,8	8,10,10	Basketball_bounce,Cheering,Clapping	visual
4Z9beOADIII_160_170	0,8,9,7	3,9,10,8	Speech,Speech,Speech,Cheering	audio
4Z9beOADIII_160_170	2,7	3,9	Basketball_bounce,Clapping	visual
4bSKwakkWIE_0_10	1	10	Chicken_rooster	audio
4bSKwakkWIE_0_10	0	10	Chicken_rooster	visual
4c4B-5YpkVc_370_380	0	10	Helicopter	audio
4c4B-5YpkVc_370_380	0	10	Helicopter	visual
4dG9F_XdFR4_200_210	4,0	10,8	Speech,Telephone_bell_ringing	audio
4dG9F_XdFR4_200_210	0	10	Telephone_bell_ringing	visual
4ejLeuJcmoQ_25_35	0	10	Helicopter	audio
4ejLeuJcmoQ_25_35	0	10	Helicopter	visual
4gZQO_9-HPI_330_340	0,0,8	10,5,9	Frying_(food),Speech,Speech	audio
4gZQO_9-HPI_330_340	0	10	Frying_(food)	visual
4hrI2M7j8WA_30_40	0	9	Baby_cry_infant_cry	audio
4hrI2M7j8WA_30_40	0	10	Baby_cry_infant_cry	visual
4iJQqql5fNo_30_40	0	10	Violin_fiddle	audio
4iJQqql5fNo_30_40	0	10	Violin_fiddle	visual
4ji654VwS1Y_30_40	0,3,4,4	1,4,8,9	Basketball_bounce,Speech,Basketball_bounce,Dog	audio
4ji654VwS1Y_30_40	0,4,3	1,8,5	Basketball_bounce,Basketball_bounce,Dog	visual
4jmv1XpnR90_50_60	2,4	3,10	Baby_laughter,Baby_laughter	audio
4jmv1XpnR90_50_60	1,4	3,10	Baby_laughter,Baby_laughter	visual
4m4aH1ZE9gI_370_380	0,5	10,7	Speech,Banjo	audio
4m4aH1ZE9gI_370_380	0,0	10,10	Banjo,Speech	visual
4qcrawQOVTM_260_270	0,0	2,9	Blender,Speech	audio
4qcrawQOVTM_260_270	0	3	Blender	visual
4sXCFq_FrPo_100_110	0,0	10,10	Speech,Banjo	audio
4sXCFq_FrPo_100_110	0	10	Speech	visual
4si49U1zha4_30_40	0,3	10,10	Clapping,Singing	audio
4si49U1zha4_30_40	8,0	10,10	Singing,Clapping	visual
4tnW9atZKo0_30_40	0,0	10,10	Cello,Violin_fiddle	audio
4tnW9atZKo0_30_40	0,0	6,10	Cello,Violin_fiddle	visual
4zPHNzZiZlU_280_290	0,0	10,10	Singing,Acoustic_guitar	audio
4zPHNzZiZlU_280_290	0,0	10,10	Singing,Acoustic_guitar	visual
5-2Tt3g6A8c_310_320	0	10	Helicopter	audio
5-2Tt3g6A8c_310_320	0	10	Helicopter	visual
530yiQ7x99E_570_580	1,4	5,10	Speech,Blender	audio
530yiQ7x99E_570_580	0	10	Blender	visual
53ZLWPGoQ8o_40_50	0,7	10,9	Clapping,Speech	audio
53ZLWPGoQ8o_40_50	0,0	8,10	Clapping,Acoustic_guitar	visual
54Ool76D12Q_70_80	0,0,4	10,3,5	Vacuum_cleaner,Speech,Speech	audio
54Ool76D12Q_70_80	0,9	7,10	Vacuum_cleaner,Vacuum_cleaner	visual
55GEs-yyOXc_80_90	0,6	10,10	Basketball_bounce,Speech	audio
55GEs-yyOXc_80_90	0	10	Basketball_bounce	visual
585sVgKWYHg_130_140	0	10	Blender	audio
585sVgKWYHg_130_140	0	10	Blender	visual
5Ewue2D1aeo_80_90	0	10	Cello	audio
5Ewue2D1aeo_80_90	0,0	10,10	Cello,Violin_fiddle	visual
5FmalezMAls_13_23	0,0	10,10	Cheering,Speech	audio
5FmalezMAls_13_23	0	10	Cheering	visual
5G6b_QWL3nY_60_70	0,0	10,10	Frying_(food),Speech	audio
5G6b_QWL3nY_60_70	1	10	Frying_(food)	visual
5GFWog3rkOo_190_200	6	10	Fire_alarm	audio
5GFWog3rkOo_190_200	1	10	Fire_alarm	visual
5IDCyA2GDgs_30_40	0	10	Blender	audio
5IDCyA2GDgs_30_40	0	10	Blender	visual
5JBkO-Dyuis_0_10	0,5,8,6,6	3,7,10,10,10	Basketball_bounce,Speech,Speech,Cheering,Clapping	audio
5JBkO-Dyuis_0_10	0,6,6,6	3,10,9,9	Basketball_bounce,Basketball_bounce,Cheering,Clapping	visual
5JFecNRvbog_150_160	0,0	10,10	Lawn_mower,Speech	audio
5JFecNRvbog_150_160	0	10	Lawn_mower	visual
5KPr4Na_STc_30_40	0	10	Lawn_mower	audio
5KPr4Na_STc_30_40	0	10	Lawn_mower	visual
5M-KlyJmQPE_310_320	0	10	Speech	audio
5M-KlyJmQPE_310_320	0	10	Lawn_mower	visual
5M8JlZNtw0w_20_30	0	10	Vacuum_cleaner	audio
5M8JlZNtw0w_20_30	0	10	Vacuum_cleaner	visual
5OEgBmdTyJE_40_50	0,3	1,10	Chicken_rooster,Chicken_rooster	audio
5OEgBmdTyJE_40_50	0	10	Chicken_rooster	visual
5PRDmll4w5g_60_70	0,1,5	10,2,10	Frying_(food),Speech,Speech	audio
5PRDmll4w5g_60_70	0	10	Frying_(food)	visual
5PXHXL89Kac_0_10	1	10	Vacuum_cleaner	audio
5PXHXL89Kac_0_10	0	10	Vacuum_cleaner	visual
5Q2UcVku9-E_150_160	4,6,9,0	5,7,10,10	Speech,Speech,Speech,Vacuum_cleaner	audio
5Q2UcVku9-E_150_160	0	10	Vacuum_cleaner	visual
5TpfTyEWr3k_70_80	0	10	Accordion	audio
5TpfTyEWr3k_70_80	0	10	Accordion	visual
5Ut2Ji8FdMw_30_40	0,0	10,10	Cheering,Speech	audio
5Ut2Ji8FdMw_30_40	0	10	Cheering	visual
5WTVL8fEUY0_110_120	2	10	Cheering	audio
5WTVL8fEUY0_110_120	0	10	Cheering	visual
5WzC9x-CSdI_350_360	0	8	Fire_alarm	audio
5WzC9x-CSdI_350_360	0	10	Fire_alarm	visual
5XPkYYaXgLc_230_240	2,5,0,3,0	4,6,2,10,10	Basketball_bounce,Basketball_bounce,Speech,Speech,Cheering	audio
5XPkYYaXgLc_230_240	2,5	4,6	Basketball_bounce,Basketball_bounce	visual
5YUfq2YeYdI_30_40	0,5	10,8	Chainsaw,Speech	audio
5YUfq2YeYdI_30_40	0	4	Chainsaw	visual
5ZYL9aj-iSE_16_26	0,5	5,10	Singing,Chicken_rooster	audio
5ZYL9aj-iSE_16_26	0	10	Chicken_rooster	visual
5auTv92pFHw_50_60	0,0,6	10,4,10	Vacuum_cleaner,Speech,Speech	audio
5auTv92pFHw_50_60	0,6	4,10	Speech,Speech	visual
5bS6ZvqET4U_210_220	0,2,0	1,10,10	Acoustic_guitar,Acoustic_guitar,Singing	audio
5bS6ZvqET4U_210_220	0,0	10,10	Singing,Acoustic_guitar	visual
5cHQC4DrdtE_10_20	5,5	8,10	Basketball_bounce,Speech	audio
5cHQC4DrdtE_10_20	5	8	Basketball_bounce	visual
5eAw9Pp6dHk_260_270	0,0	10,10	Violin_fiddle,Cello	audio
5eAw9Pp6dHk_260_270	0	10	Violin_fiddle	visual
5er9MoTAogc_10_20	0	10	Baby_cry_infant_cry	audio
5er9MoTAogc_10_20	0	10	Baby_cry_infant_cry	visual
5hExI3Kf6bw_30_40	0	10	Accordion	audio
5hExI3Kf6bw_30_40	0	10	Accordion	visual
5iF6LJ7_N2Q_400_410	0,0,7	7,7,10	Cello,Violin_fiddle,Clapping	audio
5iF6LJ7_N2Q_400_410	0,0,7	10,10,10	Violin_fiddle,Cello,Clapping	visual
5iGJ3W1QPKw_190_200	7	10	Chainsaw	audio
5iGJ3W1QPKw_190_200	0	10	Chainsaw	visual
5iHTULmNp9E_210_220	0,0	10,10	Singing,Cheering	audio
5iHTULmNp9E_210_220	0,0	10,10	Singing,Cheering	visual
5jKH6UTb7sw_30_40	0,0,4	1,10,10	Clapping,Speech,Banjo	audio
5jKH6UTb7sw_30_40	0,0,0	10,10,10	Speech,Acoustic_guitar,Banjo	visual
5sXb7q-ek7I_60_70	0	10	Clapping	audio
5sXb7q-ek7I_60_70	0	10	Clapping	visual
5u9QqiB08Fg_10_20	0	10	Accordion	audio
5u9QqiB08Fg_10_20	0	10	Accordion	visual
5xWHm9t_yAo_30_40	0	10	Violin_fiddle	audio
5xWHm9t_yAo_30_40	0	10	Violin_fiddle	visual
5zLQNFQ2cFI_220_230	0,4,8,0,0,0	3,7,10,10,10,10	Singing,Singing,Singing,Banjo,Cello,Acoustic_guitar	audio
5zLQNFQ2cFI_220_230	0,4,8,0,0,0	3,7,10,10,10,10	Singing,Singing,Singing,Banjo,Cello,Acoustic_guitar	visual
5zLblkp2yOQ_50_60	1,4	3,7	Basketball_bounce,Basketball_bounce	audio
5zLblkp2yOQ_50_60	2,4	3,7	Basketball_bounce,Basketball_bounce	visual
6-2SCYUDBZw_30_40	0	10	Vacuum_cleaner	audio
6-2SCYUDBZw_30_40	0	10	Vacuum_cleaner	visual
63heHZVYvc0_240_250	6,2	10,6	Cheering,Basketball_bounce	audio
63heHZVYvc0_240_250	2,7	6,8	Basketball_bounce,Basketball_bounce	visual
66s_MyBd47s_360_370	1,3,7	2,5,10	Speech,Speech,Frying_(food)	audio
66s_MyBd47s_360_370	3	5	Frying_(food)	visual
69wXDaayFKM_316_326	0	10	Clapping	audio
69wXDaayFKM_316_326	0	10	Clapping	visual
6BwASiY-tzU_21_31	0	10	Baby_cry_infant_cry	audio
6BwASiY-tzU_21_31	0	10	Baby_cry_infant_cry	visual
6D-xUCN0iHA_40_50	0,0	10,10	Clapping,Cheering	audio
6D-xUCN0iHA_40_50	0,0	10,10	Clapping,Cheering	visual
6EEk_o64UYA_90_100	0,0,0	9,9,9	Cello,Violin_fiddle,Acoustic_guitar	audio
6EEk_o64UYA_90_100	0,0,0	10,10,10	Cello,Violin_fiddle,Acoustic_guitar	visual
6EeyngaELKA_0_10	7	10	Blender	audio
6EeyngaELKA_0_10	6	10	Blender	visual
6FviyjRjgnc_60_70	0,5,8	4,8,10	Lawn_mower,Lawn_mower,Speech	audio
6FviyjRjgnc_60_70	8	10	Speech	visual
6GGL8uDytH8_70_80	6	10	Basketball_bounce	audio
6GGL8uDytH8_70_80	6	10	Basketball_bounce	visual
6GfKGwRSRIw_30_40	0	10	Vacuum_cleaner	audio
6GfKGwRSRIw_30_40	0	10	Vacuum_cleaner	visual
6Gyp_pZ2LCU_10_20	0,2,3	1,4,10	Speech,Clapping,Singing	audio
6Gyp_pZ2LCU_10_20	2	4	Clapping	visual
6Ix6axuXbnA_470_480	0	10	Vacuum_cleaner	audio
6Ix6axuXbnA_470_480	0	10	Vacuum_cleaner	visual
6KfCKGRBxRc_30_40	0,0,6	10,4,9	Cheering,Singing,Singing	audio
6KfCKGRBxRc_30_40	0,6	4,9	Singing,Singing	visual
6KgVhi8eYjc_30_40	0,0,6	10,5,10	Chicken_rooster,Chicken_rooster,Chicken_rooster	audio
6KgVhi8eYjc_30_40	0	10	Chicken_rooster	visual
6Kj5byQcQ10_40_50	0,8,9	8,10,10	Speech,Cheering,Speech	audio
6Kj5byQcQ10_40_50	1,5	4,7	Speech,Speech	visual
6MsXK02jZKE_40_50	0	10	Helicopter	audio
6MsXK02jZKE_40_50	0,6	4,8	Helicopter,Helicopter	visual
6PKKgaQgm1g_90_100	2	6	Chicken_rooster	audio
6PKKgaQgm1g_90_100	0	10	Chicken_rooster	visual
6Q9a3JnuDaA_220_230	0,0	10,10	Fire_alarm,Speech	audio
6Q9a3JnuDaA_220_230	5	10	Fire_alarm	visual
6SgzzYG-B1Q_30_40	0,6	5,7	Chicken_rooster,Chicken_rooster	audio
6SgzzYG-B1Q_30_40	0	10	Chicken_rooster	visual
6TRJu1kHIJY_10_20	0	10	Helicopter	audio
6TRJu1kHIJY_10_20	0	10	Helicopter	visual
6TX5z51nhvQ_30_40	0,7	10,9	Accordion,Speech	audio
6TX5z51nhvQ_30_40	0	10	Accordion	visual
6TweVTyp6a4_30_40	1,6,7,2	4,10,9,7	Cheering,Cheering,Clapping,Speech	audio
6TweVTyp6a4_30_40	1,6,4,7	4,10,6,9	Cheering,Cheering,Speech,Clapping	visual
6YuCa3NAINw_130_140	0,2,6,9	10,4,8,10	Frying_(food),Singing,Singing,Speech	audio
6YuCa3NAINw_130_140	0	10	Frying_(food)	visual
