filename	onset	offset	event_labels	visual_labels	audio_labels	modality	has_visual	has_audio
40PKn0gnPJA_170_180	9	10	Singing		Singing	multimodal	False	True
41TTeZMRpzs_30_40	0	3	Vacuum_cleaner,Dog	Dog,Vacuum_cleaner	Dog,Vacuum_cleaner	multimodal	True	True
41TTeZMRpzs_30_40	3	4	Vacuum_cleaner,Dog	Dog,Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
41TTeZMRpzs_30_40	4	5	Vacuum_cleaner,Dog	Dog	Vacuum_cleaner	multimodal	True	True
41TTeZMRpzs_30_40	5	8	Vacuum_cleaner,Speech,Dog	Dog	Vacuum_cleaner,Speech	multimodal	True	True
41TTeZMRpzs_30_40	8	10	Vacuum_cleaner,Dog	Dog	Vacuum_cleaner	multimodal	True	True
435H0Ai36E4_40_50	0	10	Vacuum_cleaner,Dog	Dog,Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
43JvH6ly2rc_240_250	0	4	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
43JvH6ly2rc_240_250	4	6	Singing,Acoustic_guitar	Acoustic_guitar,Singing	Singing,Acoustic_guitar	multimodal	True	True
43JvH6ly2rc_240_250	6	7	Singing,Acoustic_guitar	Acoustic_guitar,Singing	Singing	multimodal	True	True
43JvH6ly2rc_240_250	7	9	Singing,Acoustic_guitar	Acoustic_guitar,Singing	Singing,Acoustic_guitar	multimodal	True	True
43JvH6ly2rc_240_250	9	10	Singing,Acoustic_guitar	Acoustic_guitar,Singing	Singing	multimodal	True	True
44ieR06LA9s_220_230	2	8	Singing	Singing	Singing	multimodal	True	True
44ieR06LA9s_220_230	8	10	Cheering		Cheering	multimodal	False	True
45wAIX6_eCo_100_110	0	2	Baby_laughter	Baby_laughter	Baby_laughter	multimodal	True	True
45wAIX6_eCo_100_110	3	4	Baby_laughter	Baby_laughter	Baby_laughter	multimodal	True	True
45wAIX6_eCo_100_110	5	8	Baby_laughter	Baby_laughter	Baby_laughter	multimodal	True	True
48iqWuaAkSU_140_150	0	10	Violin_fiddle,Cello	Violin_fiddle	Violin_fiddle,Cello	multimodal	True	True
49zutSfmZ2o_90_100	0	6	Singing,Acoustic_guitar	Acoustic_guitar,Singing	Acoustic_guitar,Singing	multimodal	True	True
49zutSfmZ2o_90_100	6	7	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
49zutSfmZ2o_90_100	7	10	Singing,Acoustic_guitar	Acoustic_guitar,Singing	Acoustic_guitar,Singing	multimodal	True	True
4ANSBlG1pfs_60_70	0	5	Vacuum_cleaner,Speech	Vacuum_cleaner	Vacuum_cleaner,Speech	multimodal	True	True
4ANSBlG1pfs_60_70	5	6	Vacuum_cleaner,Speech	Vacuum_cleaner	Speech	multimodal	True	True
4ANSBlG1pfs_60_70	6	10	Vacuum_cleaner	Vacuum_cleaner		multimodal	True	False
4F6dZyeUQ7o_0_10	0	1	Chicken_rooster	Chicken_rooster		multimodal	True	False
4F6dZyeUQ7o_0_10	1	3	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
4F6dZyeUQ7o_0_10	3	5	Chicken_rooster	Chicken_rooster		multimodal	True	False
4F6dZyeUQ7o_0_10	5	10	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
4GsxyoB4aTc_490_500	1	3	Cheering		Cheering	multimodal	False	True
4GsxyoB4aTc_490_500	3	5	Speech		Speech	multimodal	False	True
4GsxyoB4aTc_490_500	5	6	Speech,Clapping		Speech,Clapping	multimodal	False	True
4GsxyoB4aTc_490_500	6	10	Speech,Clapping	Clapping	Speech,Clapping	multimodal	True	True
4HBpU0TRpYg_30_40	0	10	Motorcycle	Motorcycle	Motorcycle	multimodal	True	True
4HYZPiffsng_130_140	0	6	Singing	Singing	Singing	multimodal	True	True
4HYZPiffsng_130_140	6	9	Singing,Cheering	Singing	Singing,Cheering	multimodal	True	True
4HYZPiffsng_130_140	9	10	Singing	Singing	Singing	multimodal	True	True
4I7lDHX-3yw_30_40	0	10	Violin_fiddle,Cello	Violin_fiddle,Cello	Violin_fiddle,Cello	multimodal	True	True
4IVeDG3meqY_140_150	0	6	Lawn_mower	Lawn_mower	Lawn_mower	multimodal	True	True
4IVeDG3meqY_140_150	6	7	Lawn_mower	Lawn_mower		multimodal	True	False
4IVeDG3meqY_140_150	7	10	Speech,Lawn_mower	Lawn_mower	Speech	multimodal	True	True
4IXRJOyWD1c_190_200	0	2	Cello	Cello	Cello	multimodal	True	True
4IXRJOyWD1c_190_200	2	9	Singing,Cello	Singing,Cello	Singing,Cello	multimodal	True	True
4IXRJOyWD1c_190_200	9	10	Cello	Cello	Cello	multimodal	True	True
4LrIrsf0-RQ_60_70	0	3	Cheering		Cheering	multimodal	False	True
4LrIrsf0-RQ_60_70	3	5	Basketball_bounce	Basketball_bounce		multimodal	True	False
4LrIrsf0-RQ_60_70	5	6	Clapping		Clapping	multimodal	False	True
4LrIrsf0-RQ_60_70	6	8	Speech,Clapping		Clapping,Speech	multimodal	False	True
4LrIrsf0-RQ_60_70	8	9	Speech		Speech	multimodal	False	True
4LrIrsf0-RQ_60_70	9	10	Speech,Cheering		Speech,Cheering	multimodal	False	True
4O9rI-FpqLg_10_20	0	10	Speech,Cheering,Clapping	Cheering	Clapping,Speech	multimodal	True	True
4Q37R8tiQUo_370_380	0	2	Speech,Blender	Blender	Speech	multimodal	True	True
4Q37R8tiQUo_370_380	2	3	Speech,Blender	Blender	Speech,Blender	multimodal	True	True
4Q37R8tiQUo_370_380	3	6	Blender	Blender	Blender	multimodal	True	True
4Q37R8tiQUo_370_380	6	8	Blender	Blender		multimodal	True	False
4Q37R8tiQUo_370_380	8	10	Blender	Blender	Blender	multimodal	True	True
4YdbENYcIyE_23_33	0	4	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
4YdbENYcIyE_23_33	4	10	Baby_cry_infant_cry	Baby_cry_infant_cry		multimodal	True	False
4YevHVmj_Pw_20_30	0	1	Basketball_bounce,Speech	Basketball_bounce	Speech	multimodal	True	True
4YevHVmj_Pw_20_30	1	2	Basketball_bounce	Basketball_bounce		multimodal	True	False
4YevHVmj_Pw_20_30	2	8	Basketball_bounce,Speech	Basketball_bounce	Speech	multimodal	True	True
4YevHVmj_Pw_20_30	8	10	Speech,Cheering,Clapping	Cheering,Clapping	Speech,Cheering,Clapping	multimodal	True	True
4Z9beOADIII_160_170	0	2	Speech		Speech	multimodal	False	True
4Z9beOADIII_160_170	2	3	Basketball_bounce,Speech	Basketball_bounce	Speech	multimodal	True	True
4Z9beOADIII_160_170	7	8	Cheering,Clapping	Clapping	Cheering	multimodal	True	True
4Z9beOADIII_160_170	8	9	Speech,Clapping	Clapping	Speech	multimodal	True	True
4Z9beOADIII_160_170	9	10	Speech		Speech	multimodal	False	True
4bSKwakkWIE_0_10	0	1	Chicken_rooster	Chicken_rooster		multimodal	True	False
4bSKwakkWIE_0_10	1	10	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
4c4B-5YpkVc_370_380	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
4dG9F_XdFR4_200_210	0	4	Telephone_bell_ringing	Telephone_bell_ringing	Telephone_bell_ringing	multimodal	True	True
4dG9F_XdFR4_200_210	4	8	Speech,Telephone_bell_ringing	Telephone_bell_ringing	Speech,Telephone_bell_ringing	multimodal	True	True
4dG9F_XdFR4_200_210	8	10	Speech,Telephone_bell_ringing	Telephone_bell_ringing	Speech	multimodal	True	True
4ejLeuJcmoQ_25_35	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
4gZQO_9-HPI_330_340	0	5	Speech,Frying_(food)	Frying_(food)	Frying_(food),Speech	multimodal	True	True
4gZQO_9-HPI_330_340	5	8	Frying_(food)	Frying_(food)	Frying_(food)	multimodal	True	True
4gZQO_9-HPI_330_340	8	9	Speech,Frying_(food)	Frying_(food)	Frying_(food),Speech	multimodal	True	True
4gZQO_9-HPI_330_340	9	10	Frying_(food)	Frying_(food)	Frying_(food)	multimodal	True	True
4hrI2M7j8WA_30_40	0	9	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
4hrI2M7j8WA_30_40	9	10	Baby_cry_infant_cry	Baby_cry_infant_cry		multimodal	True	False
4iJQqql5fNo_30_40	0	10	Violin_fiddle	Violin_fiddle	Violin_fiddle	multimodal	True	True
4ji654VwS1Y_30_40	0	1	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
4ji654VwS1Y_30_40	3	4	Speech,Dog	Dog	Speech	multimodal	True	True
4ji654VwS1Y_30_40	4	5	Basketball_bounce,Dog	Basketball_bounce,Dog	Basketball_bounce,Dog	multimodal	True	True
4ji654VwS1Y_30_40	5	8	Basketball_bounce,Dog	Basketball_bounce	Basketball_bounce,Dog	multimodal	True	True
4ji654VwS1Y_30_40	8	9	Dog		Dog	multimodal	False	True
4jmv1XpnR90_50_60	1	2	Baby_laughter	Baby_laughter		multimodal	True	False
4jmv1XpnR90_50_60	2	3	Baby_laughter	Baby_laughter	Baby_laughter	multimodal	True	True
4jmv1XpnR90_50_60	4	10	Baby_laughter	Baby_laughter	Baby_laughter	multimodal	True	True
4m4aH1ZE9gI_370_380	0	5	Speech,Banjo	Banjo,Speech	Speech	multimodal	True	True
4m4aH1ZE9gI_370_380	5	7	Speech,Banjo	Banjo,Speech	Speech,Banjo	multimodal	True	True
4m4aH1ZE9gI_370_380	7	10	Speech,Banjo	Banjo,Speech	Speech	multimodal	True	True
4qcrawQOVTM_260_270	0	2	Speech,Blender	Blender	Blender,Speech	multimodal	True	True
4qcrawQOVTM_260_270	2	3	Speech,Blender	Blender	Speech	multimodal	True	True
4qcrawQOVTM_260_270	3	9	Speech		Speech	multimodal	False	True
4sXCFq_FrPo_100_110	0	10	Speech,Banjo	Speech	Speech,Banjo	multimodal	True	True
4si49U1zha4_30_40	0	3	Clapping	Clapping	Clapping	multimodal	True	True
4si49U1zha4_30_40	3	8	Singing,Clapping	Clapping	Clapping,Singing	multimodal	True	True
4si49U1zha4_30_40	8	10	Singing,Clapping	Singing,Clapping	Clapping,Singing	multimodal	True	True
4tnW9atZKo0_30_40	0	6	Violin_fiddle,Cello	Cello,Violin_fiddle	Cello,Violin_fiddle	multimodal	True	True
4tnW9atZKo0_30_40	6	10	Violin_fiddle,Cello	Violin_fiddle	Cello,Violin_fiddle	multimodal	True	True
4zPHNzZiZlU_280_290	0	10	Singing,Acoustic_guitar	Singing,Acoustic_guitar	Singing,Acoustic_guitar	multimodal	True	True
5-2Tt3g6A8c_310_320	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
530yiQ7x99E_570_580	0	1	Blender	Blender		multimodal	True	False
530yiQ7x99E_570_580	1	4	Speech,Blender	Blender	Speech	multimodal	True	True
530yiQ7x99E_570_580	4	5	Speech,Blender	Blender	Speech,Blender	multimodal	True	True
530yiQ7x99E_570_580	5	10	Blender	Blender	Blender	multimodal	True	True
53ZLWPGoQ8o_40_50	0	7	Acoustic_guitar,Clapping	Clapping,Acoustic_guitar	Clapping	multimodal	True	True
53ZLWPGoQ8o_40_50	7	8	Speech,Acoustic_guitar,Clapping	Clapping,Acoustic_guitar	Clapping,Speech	multimodal	True	True
53ZLWPGoQ8o_40_50	8	9	Speech,Acoustic_guitar,Clapping	Acoustic_guitar	Clapping,Speech	multimodal	True	True
53ZLWPGoQ8o_40_50	9	10	Acoustic_guitar,Clapping	Acoustic_guitar	Clapping	multimodal	True	True
54Ool76D12Q_70_80	0	3	Vacuum_cleaner,Speech	Vacuum_cleaner	Vacuum_cleaner,Speech	multimodal	True	True
54Ool76D12Q_70_80	3	4	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
54Ool76D12Q_70_80	4	5	Vacuum_cleaner,Speech	Vacuum_cleaner	Vacuum_cleaner,Speech	multimodal	True	True
54Ool76D12Q_70_80	5	7	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
54Ool76D12Q_70_80	7	9	Vacuum_cleaner		Vacuum_cleaner	multimodal	False	True
54Ool76D12Q_70_80	9	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
55GEs-yyOXc_80_90	0	6	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
55GEs-yyOXc_80_90	6	10	Basketball_bounce,Speech	Basketball_bounce	Basketball_bounce,Speech	multimodal	True	True
585sVgKWYHg_130_140	0	10	Blender	Blender	Blender	multimodal	True	True
5Ewue2D1aeo_80_90	0	10	Violin_fiddle,Cello	Cello,Violin_fiddle	Cello	multimodal	True	True
5FmalezMAls_13_23	0	10	Speech,Cheering	Cheering	Cheering,Speech	multimodal	True	True
5G6b_QWL3nY_60_70	0	1	Speech,Frying_(food)		Frying_(food),Speech	multimodal	False	True
5G6b_QWL3nY_60_70	1	10	Speech,Frying_(food)	Frying_(food)	Frying_(food),Speech	multimodal	True	True
5GFWog3rkOo_190_200	1	6	Fire_alarm	Fire_alarm		multimodal	True	False
5GFWog3rkOo_190_200	6	10	Fire_alarm	Fire_alarm	Fire_alarm	multimodal	True	True
5IDCyA2GDgs_30_40	0	10	Blender	Blender	Blender	multimodal	True	True
5JBkO-Dyuis_0_10	0	3	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
5JBkO-Dyuis_0_10	5	6	Speech		Speech	multimodal	False	True
5JBkO-Dyuis_0_10	6	7	Speech,Basketball_bounce,Cheering,Clapping	Basketball_bounce,Cheering,Clapping	Speech,Cheering,Clapping	multimodal	True	True
5JBkO-Dyuis_0_10	7	8	Basketball_bounce,Cheering,Clapping	Basketball_bounce,Cheering,Clapping	Cheering,Clapping	multimodal	True	True
5JBkO-Dyuis_0_10	8	9	Speech,Basketball_bounce,Cheering,Clapping	Basketball_bounce,Cheering,Clapping	Speech,Cheering,Clapping	multimodal	True	True
5JBkO-Dyuis_0_10	9	10	Basketball_bounce,Speech,Cheering,Clapping	Basketball_bounce	Speech,Cheering,Clapping	multimodal	True	True
5JFecNRvbog_150_160	0	10	Speech,Lawn_mower	Lawn_mower	Lawn_mower,Speech	multimodal	True	True
5KPr4Na_STc_30_40	0	10	Lawn_mower	Lawn_mower	Lawn_mower	multimodal	True	True
5M-KlyJmQPE_310_320	0	10	Speech,Lawn_mower	Lawn_mower	Speech	multimodal	True	True
5M8JlZNtw0w_20_30	0	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
5OEgBmdTyJE_40_50	0	1	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
5OEgBmdTyJE_40_50	1	3	Chicken_rooster	Chicken_rooster		multimodal	True	False
5OEgBmdTyJE_40_50	3	10	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
5PRDmll4w5g_60_70	0	1	Frying_(food)	Frying_(food)	Frying_(food)	multimodal	True	True
5PRDmll4w5g_60_70	1	2	Speech,Frying_(food)	Frying_(food)	Frying_(food),Speech	multimodal	True	True
5PRDmll4w5g_60_70	2	5	Frying_(food)	Frying_(food)	Frying_(food)	multimodal	True	True
5PRDmll4w5g_60_70	5	10	Speech,Frying_(food)	Frying_(food)	Frying_(food),Speech	multimodal	True	True
5PXHXL89Kac_0_10	0	1	Vacuum_cleaner	Vacuum_cleaner		multimodal	True	False
5PXHXL89Kac_0_10	1	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
5Q2UcVku9-E_150_160	0	4	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
5Q2UcVku9-E_150_160	4	5	Vacuum_cleaner,Speech	Vacuum_cleaner	Speech,Vacuum_cleaner	multimodal	True	True
5Q2UcVku9-E_150_160	5	6	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
5Q2UcVku9-E_150_160	6	7	Vacuum_cleaner,Speech	Vacuum_cleaner	Speech,Vacuum_cleaner	multimodal	True	True
5Q2UcVku9-E_150_160	7	9	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
5Q2UcVku9-E_150_160	9	10	Vacuum_cleaner,Speech	Vacuum_cleaner	Speech,Vacuum_cleaner	multimodal	True	True
5TpfTyEWr3k_70_80	0	10	Accordion	Accordion	Accordion	multimodal	True	True
5Ut2Ji8FdMw_30_40	0	10	Speech,Cheering	Cheering	Cheering,Speech	multimodal	True	True
5WTVL8fEUY0_110_120	0	2	Cheering	Cheering		multimodal	True	False
5WTVL8fEUY0_110_120	2	10	Cheering	Cheering	Cheering	multimodal	True	True
5WzC9x-CSdI_350_360	0	8	Fire_alarm	Fire_alarm	Fire_alarm	multimodal	True	True
5WzC9x-CSdI_350_360	8	10	Fire_alarm	Fire_alarm		multimodal	True	False
5XPkYYaXgLc_230_240	0	2	Speech,Cheering		Speech,Cheering	multimodal	False	True
5XPkYYaXgLc_230_240	2	3	Basketball_bounce,Cheering	Basketball_bounce	Basketball_bounce,Cheering	multimodal	True	True
5XPkYYaXgLc_230_240	3	4	Basketball_bounce,Speech,Cheering	Basketball_bounce	Basketball_bounce,Speech,Cheering	multimodal	True	True
5XPkYYaXgLc_230_240	4	5	Speech,Cheering		Speech,Cheering	multimodal	False	True
5XPkYYaXgLc_230_240	5	6	Basketball_bounce,Speech,Cheering	Basketball_bounce	Basketball_bounce,Speech,Cheering	multimodal	True	True
5XPkYYaXgLc_230_240	6	10	Speech,Cheering		Speech,Cheering	multimodal	False	True
5YUfq2YeYdI_30_40	0	4	Chainsaw	Chainsaw	Chainsaw	multimodal	True	True
5YUfq2YeYdI_30_40	4	5	Chainsaw		Chainsaw	multimodal	False	True
5YUfq2YeYdI_30_40	5	8	Speech,Chainsaw		Chainsaw,Speech	multimodal	False	True
5YUfq2YeYdI_30_40	8	10	Chainsaw		Chainsaw	multimodal	False	True
5ZYL9aj-iSE_16_26	0	5	Singing,Chicken_rooster	Chicken_rooster	Singing	multimodal	True	True
5ZYL9aj-iSE_16_26	5	10	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
5auTv92pFHw_50_60	0	4	Vacuum_cleaner,Speech	Speech	Vacuum_cleaner,Speech	multimodal	True	True
5auTv92pFHw_50_60	4	6	Vacuum_cleaner		Vacuum_cleaner	multimodal	False	True
5auTv92pFHw_50_60	6	10	Vacuum_cleaner,Speech	Speech	Vacuum_cleaner,Speech	multimodal	True	True
5bS6ZvqET4U_210_220	0	1	Singing,Acoustic_guitar	Singing,Acoustic_guitar	Acoustic_guitar,Singing	multimodal	True	True
5bS6ZvqET4U_210_220	1	2	Singing,Acoustic_guitar	Singing,Acoustic_guitar	Singing	multimodal	True	True
5bS6ZvqET4U_210_220	2	10	Singing,Acoustic_guitar	Singing,Acoustic_guitar	Acoustic_guitar,Singing	multimodal	True	True
5cHQC4DrdtE_10_20	5	8	Basketball_bounce,Speech	Basketball_bounce	Basketball_bounce,Speech	multimodal	True	True
5cHQC4DrdtE_10_20	8	10	Speech		Speech	multimodal	False	True
5eAw9Pp6dHk_260_270	0	10	Violin_fiddle,Cello	Violin_fiddle	Violin_fiddle,Cello	multimodal	True	True
5er9MoTAogc_10_20	0	10	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
5hExI3Kf6bw_30_40	0	10	Accordion	Accordion	Accordion	multimodal	True	True
5iF6LJ7_N2Q_400_410	0	7	Violin_fiddle,Cello	Violin_fiddle,Cello	Cello,Violin_fiddle	multimodal	True	True
5iF6LJ7_N2Q_400_410	7	10	Violin_fiddle,Cello,Clapping	Violin_fiddle,Cello,Clapping	Clapping	multimodal	True	True
5iGJ3W1QPKw_190_200	0	7	Chainsaw	Chainsaw		multimodal	True	False
5iGJ3W1QPKw_190_200	7	10	Chainsaw	Chainsaw	Chainsaw	multimodal	True	True
5iHTULmNp9E_210_220	0	10	Singing,Cheering	Singing,Cheering	Singing,Cheering	multimodal	True	True
5jKH6UTb7sw_30_40	0	1	Speech,Banjo,Acoustic_guitar,Clapping	Speech,Acoustic_guitar,Banjo	Clapping,Speech	multimodal	True	True
5jKH6UTb7sw_30_40	1	4	Speech,Banjo,Acoustic_guitar	Speech,Acoustic_guitar,Banjo	Speech	multimodal	True	True
5jKH6UTb7sw_30_40	4	10	Speech,Banjo,Acoustic_guitar	Speech,Acoustic_guitar,Banjo	Speech,Banjo	multimodal	True	True
5sXb7q-ek7I_60_70	0	10	Clapping	Clapping	Clapping	multimodal	True	True
5u9QqiB08Fg_10_20	0	10	Accordion	Accordion	Accordion	multimodal	True	True
5xWHm9t_yAo_30_40	0	10	Violin_fiddle	Violin_fiddle	Violin_fiddle	multimodal	True	True
5zLQNFQ2cFI_220_230	0	3	Singing,Cello,Banjo,Acoustic_guitar	Singing,Banjo,Cello,Acoustic_guitar	Singing,Banjo,Cello,Acoustic_guitar	multimodal	True	True
5zLQNFQ2cFI_220_230	3	4	Cello,Banjo,Acoustic_guitar	Banjo,Cello,Acoustic_guitar	Banjo,Cello,Acoustic_guitar	multimodal	True	True
5zLQNFQ2cFI_220_230	4	7	Singing,Cello,Banjo,Acoustic_guitar	Singing,Banjo,Cello,Acoustic_guitar	Singing,Banjo,Cello,Acoustic_guitar	multimodal	True	True
5zLQNFQ2cFI_220_230	7	8	Cello,Banjo,Acoustic_guitar	Banjo,Cello,Acoustic_guitar	Banjo,Cello,Acoustic_guitar	multimodal	True	True
5zLQNFQ2cFI_220_230	8	10	Singing,Cello,Banjo,Acoustic_guitar	Singing,Banjo,Cello,Acoustic_guitar	Singing,Banjo,Cello,Acoustic_guitar	multimodal	True	True
5zLblkp2yOQ_50_60	1	2	Basketball_bounce		Basketball_bounce	multimodal	False	True
5zLblkp2yOQ_50_60	2	3	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
5zLblkp2yOQ_50_60	4	7	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
6-2SCYUDBZw_30_40	0	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
63heHZVYvc0_240_250	2	6	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
63heHZVYvc0_240_250	6	7	Cheering		Cheering	multimodal	False	True
63heHZVYvc0_240_250	7	8	Basketball_bounce,Cheering	Basketball_bounce	Cheering	multimodal	True	True
63heHZVYvc0_240_250	8	10	Cheering		Cheering	multimodal	False	True
66s_MyBd47s_360_370	1	2	Speech		Speech	multimodal	False	True
66s_MyBd47s_360_370	3	5	Speech,Frying_(food)	Frying_(food)	Speech	multimodal	True	True
66s_MyBd47s_360_370	7	10	Frying_(food)		Frying_(food)	multimodal	False	True
69wXDaayFKM_316_326	0	10	Clapping	Clapping	Clapping	multimodal	True	True
6BwASiY-tzU_21_31	0	10	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
6D-xUCN0iHA_40_50	0	10	Cheering,Clapping	Clapping,Cheering	Clapping,Cheering	multimodal	True	True
6EEk_o64UYA_90_100	0	9	Violin_fiddle,Cello,Acoustic_guitar	Cello,Violin_fiddle,Acoustic_guitar	Cello,Violin_fiddle,Acoustic_guitar	multimodal	True	True
6EEk_o64UYA_90_100	9	10	Violin_fiddle,Cello,Acoustic_guitar	Cello,Violin_fiddle,Acoustic_guitar		multimodal	True	False
6EeyngaELKA_0_10	6	7	Blender	Blender		multimodal	True	False
6EeyngaELKA_0_10	7	10	Blender	Blender	Blender	multimodal	True	True
6FviyjRjgnc_60_70	0	4	Lawn_mower		Lawn_mower	multimodal	False	True
6FviyjRjgnc_60_70	5	8	Lawn_mower		Lawn_mower	multimodal	False	True
6FviyjRjgnc_60_70	8	10	Speech	Speech	Speech	multimodal	True	True
6GGL8uDytH8_70_80	6	10	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
6GfKGwRSRIw_30_40	0	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
6Gyp_pZ2LCU_10_20	0	1	Speech		Speech	multimodal	False	True
6Gyp_pZ2LCU_10_20	2	3	Clapping	Clapping	Clapping	multimodal	True	True
6Gyp_pZ2LCU_10_20	3	4	Singing,Clapping	Clapping	Clapping,Singing	multimodal	True	True
6Gyp_pZ2LCU_10_20	4	10	Singing		Singing	multimodal	False	True
6Ix6axuXbnA_470_480	0	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
6KfCKGRBxRc_30_40	0	4	Singing,Cheering	Singing	Cheering,Singing	multimodal	True	True
6KfCKGRBxRc_30_40	4	6	Cheering		Cheering	multimodal	False	True
6KfCKGRBxRc_30_40	6	9	Singing,Cheering	Singing	Cheering,Singing	multimodal	True	True
6KfCKGRBxRc_30_40	9	10	Cheering		Cheering	multimodal	False	True
6KgVhi8eYjc_30_40	0	5	Chicken_rooster	Chicken_rooster	Chicken_rooster,Chicken_rooster	multimodal	True	True
6KgVhi8eYjc_30_40	5	6	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
6KgVhi8eYjc_30_40	6	10	Chicken_rooster	Chicken_rooster	Chicken_rooster,Chicken_rooster	multimodal	True	True
6Kj5byQcQ10_40_50	0	1	Speech		Speech	multimodal	False	True
6Kj5byQcQ10_40_50	1	4	Speech	Speech	Speech	multimodal	True	True
6Kj5byQcQ10_40_50	4	5	Speech		Speech	multimodal	False	True
6Kj5byQcQ10_40_50	5	7	Speech	Speech	Speech	multimodal	True	True
6Kj5byQcQ10_40_50	7	8	Speech		Speech	multimodal	False	True
6Kj5byQcQ10_40_50	8	9	Cheering		Cheering	multimodal	False	True
6Kj5byQcQ10_40_50	9	10	Speech,Cheering		Cheering,Speech	multimodal	False	True
6MsXK02jZKE_40_50	0	4	Helicopter	Helicopter	Helicopter	multimodal	True	True
6MsXK02jZKE_40_50	4	6	Helicopter		Helicopter	multimodal	False	True
6MsXK02jZKE_40_50	6	8	Helicopter	Helicopter	Helicopter	multimodal	True	True
6MsXK02jZKE_40_50	8	10	Helicopter		Helicopter	multimodal	False	True
6PKKgaQgm1g_90_100	0	2	Chicken_rooster	Chicken_rooster		multimodal	True	False
6PKKgaQgm1g_90_100	2	6	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
6PKKgaQgm1g_90_100	6	10	Chicken_rooster	Chicken_rooster		multimodal	True	False
6Q9a3JnuDaA_220_230	0	5	Fire_alarm,Speech		Fire_alarm,Speech	multimodal	False	True
6Q9a3JnuDaA_220_230	5	10	Fire_alarm,Speech	Fire_alarm	Fire_alarm,Speech	multimodal	True	True
6SgzzYG-B1Q_30_40	0	5	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
6SgzzYG-B1Q_30_40	5	6	Chicken_rooster	Chicken_rooster		multimodal	True	False
6SgzzYG-B1Q_30_40	6	7	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
6SgzzYG-B1Q_30_40	7	10	Chicken_rooster	Chicken_rooster		multimodal	True	False
6TRJu1kHIJY_10_20	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
6TX5z51nhvQ_30_40	0	7	Accordion	Accordion	Accordion	multimodal	True	True
6TX5z51nhvQ_30_40	7	9	Speech,Accordion	Accordion	Accordion,Speech	multimodal	True	True
6TX5z51nhvQ_30_40	9	10	Accordion	Accordion	Accordion	multimodal	True	True
6TweVTyp6a4_30_40	1	2	Cheering	Cheering	Cheering	multimodal	True	True
6TweVTyp6a4_30_40	2	4	Speech,Cheering	Cheering	Cheering,Speech	multimodal	True	True
